session_id,user_id,start_time,end_time,session_duration_s,page_views,page_sequence,entry_page,exit_page,bounce,referrer,device,country,conversion
cd1c2d37-7ba9-4bb2-8ea5-d27387585ad1,user_02932,2026-02-23T18:39:00,2026-02-23T18:40:11,71,3,/|/home|/blog/post-1,/,/blog/post-1,0,newsletter,desktop,US,0
af80000a-31a6-4139-a8e3-aafcbea51432,user_07517,2025-09-15T04:01:00,2025-09-15T04:01:56,56,4,/|/blog/post-1|/dashboard|/blog,/,/blog,0,facebook,desktop,DE,0
c4182a5e-d450-4c2e-91e4-c9d97c652d28,user_05760,2026-04-23T06:21:00,2026-04-23T06:21:41,41,2,/home|/contact,/home,/contact,0,direct,mobile,Other,0
d0a75cc0-a612-4aac-a584-8d519e273a76,user_05731,2025-09-11T08:35:00,2025-09-11T08:37:00,120,6,/blog|/|/help|/signup|/login|/home,/blog,/home,0,newsletter,desktop,US,1
cffc2817-0ed8-4e2c-87a0-ce1bd2d64f3d,user_01683,2025-08-01T08:58:00,2025-08-01T08:59:47,107,5,/blog|/blog/post-2|/home|/login|/blog,/blog,/blog,0,newsletter,mobile,Other,0
66dd8f20-5d8c-4e8b-893b-400bd5420784,user_05540,2026-02-17T04:26:00,2026-02-17T04:26:57,57,3,/signup|/settings|/dashboard,/signup,/dashboard,0,google,tablet,US,1
2af58bd1-bd07-468d-a3cb-7edf964debb6,user_05700,2025-08-16T10:40:00,2025-08-16T10:40:10,10,2,/home|/blog/post-1,/home,/blog/post-1,0,twitter,mobile,US,0
f55d8293-0758-4d89-8e01-703e6cdf2c3e,user_02736,2026-05-10T10:31:00,2026-05-10T10:33:04,124,6,/home|/dashboard|/features|/help|/home|/,/home,/,0,newsletter,desktop,GB,0
d779396f-8543-424a-bbd0-81a585d8882d,user_00960,2025-07-19T08:42:00,2025-07-19T08:43:12,72,3,/features|/settings|/features,/features,/features,0,direct,tablet,CA,0
13bc5bde-66cd-4a84-8f42-ea446ad8b5f3,user_01070,2026-05-26T21:01:00,2026-05-26T21:01:27,27,1,/signup,/signup,/signup,1,ad,mobile,US,1
b813ebd4-c489-481d-aecc-ddc5c07f19d5,user_00981,2025-12-22T21:43:00,2025-12-22T21:43:58,58,3,/signup|/contact|/blog,/signup,/blog,0,facebook,desktop,US,1
3f9e87bf-69f9-45a1-94ed-87ca47d830f1,user_07456,2025-06-24T01:59:00,2025-06-24T01:59:53,53,2,/home|/home,/home,/home,0,direct,mobile,GB,0
96b78296-cec9-47e1-a61c-288e1d283fbd,user_05802,2025-09-27T21:11:00,2025-09-27T21:12:33,93,5,/signup|/features|/home|/blog/post-2|/blog,/signup,/blog,0,google,desktop,JP,1
7e0f0431-905f-489d-b1f1-078ca317a694,user_02369,2025-09-10T10:45:00,2025-09-10T10:45:21,21,1,/signup,/signup,/signup,1,google,mobile,US,1
e6e0e8c8-7fa1-4c4b-8ba8-8095141119ea,user_03770,2026-03-30T02:03:00,2026-03-30T02:04:33,93,5,/home|/signup|/settings|/blog/post-1|/pricing,/home,/pricing,0,direct,desktop,GB,1
fd3c6c44-842e-4586-9905-f52060ad84f1,user_02661,2025-09-10T03:01:00,2025-09-10T03:02:15,75,2,/pricing|/blog/post-1,/pricing,/blog/post-1,0,facebook,mobile,Other,0
53889eab-0981-4eb1-8730-2becead4e341,user_00636,2026-02-15T05:44:00,2026-02-15T05:45:27,87,3,/blog|/settings|/blog,/blog,/blog,0,twitter,desktop,US,0
ec3966a3-639c-4cba-b109-14eb1244c962,user_05950,2025-08-26T15:49:00,2025-08-26T15:49:52,52,3,/|/help|/settings,/,/settings,0,google,mobile,IN,0
026c31dc-2f69-4b5b-8b3f-a5f34a45e3c2,user_04993,2025-09-02T17:56:00,2025-09-02T17:57:10,70,4,/blog|/settings|/home|/dashboard,/blog,/dashboard,0,direct,desktop,FR,0
79157b39-0ff9-4f03-a9b5-1a4577128fb0,user_02745,2025-08-20T10:33:00,2025-08-20T10:33:26,26,1,/,/,/,1,google,desktop,CA,0
9f7a9652-b2cd-4df9-abbd-dabeccbfcc9e,user_04647,2026-02-21T23:31:00,2026-02-21T23:32:31,91,4,/|/settings|/pricing|/login,/,/login,0,ad,mobile,US,0
b1180876-d070-4a52-b953-e9eae610620f,user_06906,2026-01-05T23:05:00,2026-01-05T23:06:22,82,4,/|/pricing|/signup|/blog/post-2,/,/blog/post-2,0,direct,desktop,Other,1
2d7fd9d2-c1e9-431e-93c2-a2c986a894c7,user_01688,2025-12-05T21:01:00,2025-12-05T21:01:30,30,2,/features|/blog,/features,/blog,0,newsletter,mobile,JP,0
af238017-5d9d-4ac4-84b9-0f3071e1445b,user_05288,2025-07-06T13:17:00,2025-07-06T13:17:33,33,2,/home|/settings,/home,/settings,0,facebook,desktop,IN,0
98d8f381-7528-42fe-b03e-93d228cb6ca8,user_06749,2026-03-03T22:10:00,2026-03-03T22:10:38,38,2,/|/help,/,/help,0,facebook,mobile,Other,0
dd6c2e12-8239-453f-9354-b86db4f4f333,user_07588,2025-10-27T03:04:00,2025-10-27T03:05:28,88,3,/blog|/login|/features,/blog,/features,0,twitter,desktop,US,0
242ce2de-9954-4cb3-8b45-e28914f3fbe9,user_02144,2025-12-31T01:29:00,2025-12-31T01:31:05,125,5,/blog|/settings|/blog/post-1|/contact|/contact,/blog,/contact,0,newsletter,mobile,US,0
5dc32c63-c887-4463-a633-14ce282e3832,user_05393,2026-03-31T04:13:00,2026-03-31T04:14:05,65,3,/home|/|/features,/home,/features,0,facebook,desktop,CA,0
fb9e2818-054f-4c10-910f-740b3a49044d,user_00144,2026-03-24T21:49:00,2026-03-24T21:49:58,58,3,/pricing|/|/contact,/pricing,/contact,0,newsletter,mobile,JP,0
19170e1d-c37e-4dcc-98c0-cb95074d973b,user_02157,2025-12-02T14:03:00,2025-12-02T14:03:34,34,1,/blog,/blog,/blog,1,google,desktop,US,0
7dd159fd-396c-4663-b604-8a125467d01b,user_07242,2025-09-21T18:54:00,2025-09-21T18:54:57,57,3,/home|/blog|/home,/home,/home,0,google,mobile,US,0
a3abf23a-b9eb-433a-b2c4-5057754571a8,user_06173,2025-12-18T18:42:00,2025-12-18T18:42:55,55,3,/signup|/features|/dashboard,/signup,/dashboard,0,ad,desktop,US,1
194bdc9a-62ba-4b0b-ac6a-3515198c38e9,user_07420,2025-08-30T12:07:00,2025-08-30T12:08:26,86,4,/home|/help|/blog/post-1|/features,/home,/features,0,google,desktop,US,0
a349da53-624a-4f55-9540-ece7474acaad,user_04850,2025-10-24T04:33:00,2025-10-24T04:34:32,92,4,/features|/settings|/signup|/blog/post-2,/features,/blog/post-2,0,direct,desktop,CA,1
1ac7bdd9-ed06-4544-b3fd-da5e16b7cba2,user_07577,2025-07-24T23:23:00,2025-07-24T23:24:17,77,3,/features|/settings|/signup,/features,/signup,0,ad,desktop,US,1
3ae38ca3-8b48-499f-8741-416eb29c1a7e,user_04176,2025-10-31T13:01:00,2025-10-31T13:01:20,20,1,/pricing,/pricing,/pricing,1,facebook,mobile,CA,0
16565b4a-4756-4287-a550-46aa697e4045,user_01397,2026-04-08T02:58:00,2026-04-08T02:59:47,107,5,/|/pricing|/features|/help|/login,/,/login,0,google,tablet,Other,0
78e5c4d0-e654-4473-887a-73945edc0b4b,user_03020,2025-12-27T03:53:00,2025-12-27T03:53:19,19,2,/pricing|/help,/pricing,/help,0,google,desktop,US,0
ac6475e7-e24c-4900-ad91-a25cad229342,user_06043,2026-01-07T15:28:00,2026-01-07T15:28:51,51,3,/pricing|/dashboard|/blog/post-2,/pricing,/blog/post-2,0,google,desktop,US,0
0755a4ed-3ff1-49ad-814a-b917b1e05013,user_04486,2026-03-11T05:56:00,2026-03-11T05:57:37,97,4,/blog|/pricing|/login|/signup,/blog,/signup,0,ad,desktop,AU,1
8f66fa22-29bb-4f9a-b0d7-d88d093ea27c,user_04159,2025-10-27T02:02:00,2025-10-27T02:03:32,92,5,/features|/home|/contact|/|/home,/features,/home,0,google,desktop,US,0
f6f0b174-8f9a-4ee1-bf06-6675a9e573b3,user_06967,2026-05-26T07:56:00,2026-05-26T07:58:22,142,6,/signup|/pricing|/settings|/pricing|/contact|/settings,/signup,/settings,0,ad,mobile,US,1
8069845e-cf8d-41b0-96ed-6a98fa45bb36,user_07246,2026-05-31T05:16:00,2026-05-31T05:17:24,84,4,/home|/blog/post-2|/dashboard|/home,/home,/home,0,facebook,mobile,US,0
a3781589-ca33-44d7-b940-3430e73a696d,user_07240,2026-04-23T22:07:00,2026-04-23T22:08:22,82,4,/blog|/blog/post-2|/blog/post-2|/dashboard,/blog,/dashboard,0,google,mobile,US,0
354a711b-a747-44a3-9861-e31e6658ba3c,user_04720,2025-09-19T09:38:00,2025-09-19T09:39:37,97,4,/pricing|/signup|/login|/blog,/pricing,/blog,0,twitter,desktop,US,1
0052bfa7-400b-4a60-8888-8fa16764592a,user_04860,2025-10-18T18:11:00,2025-10-18T18:12:13,73,3,/home|/login|/,/home,/,0,google,desktop,JP,0
d51f3ab4-2d16-4506-b5fa-67b2072b804a,user_05116,2026-05-02T01:19:00,2026-05-02T01:20:37,97,5,/signup|/settings|/help|/home|/settings,/signup,/settings,0,direct,mobile,CA,1
20a07f17-a254-4171-8b8f-29e56b8914f4,user_03580,2025-06-26T00:56:00,2025-06-26T00:58:16,136,6,/blog|/login|/contact|/blog|/contact|/settings,/blog,/settings,0,direct,desktop,US,0
22390f68-7609-4595-8aca-2a1cde3904b5,user_07351,2025-06-30T13:07:00,2025-06-30T13:07:58,58,4,/|/blog/post-1|/home|/blog,/,/blog,0,facebook,desktop,Other,0
c196e43b-8d87-4df4-a9dd-35295bf10ad9,user_00667,2026-02-28T06:03:00,2026-02-28T06:03:20,20,2,/features|/blog/post-2,/features,/blog/post-2,0,direct,desktop,GB,0
3601cd3f-0fcc-4b23-bfbc-ebc1e3973d2b,user_00524,2025-06-20T10:27:00,2025-06-20T10:27:20,20,2,/home|/pricing,/home,/pricing,0,google,desktop,CA,0
cde801ac-cc76-422c-8211-f780522c12ca,user_02262,2025-10-05T00:31:00,2025-10-05T00:31:42,42,2,/home|/help,/home,/help,0,ad,desktop,Other,0
079a9aab-71d9-41d3-ab94-4b86ca0546e2,user_00526,2026-05-04T01:47:00,2026-05-04T01:47:48,48,3,/features|/help|/blog,/features,/blog,0,direct,desktop,DE,0
b1938e61-984f-4db3-98e9-2e52cf63e275,user_01647,2025-10-06T13:14:00,2025-10-06T13:14:05,5,1,/signup,/signup,/signup,1,direct,mobile,US,1
b0ab4b04-6eeb-48e6-8720-fb01f615ce04,user_01063,2025-09-01T17:39:00,2025-09-01T17:39:35,35,3,/|/login|/contact,/,/contact,0,newsletter,desktop,IN,0
1d72cadb-b4be-462b-84cd-70d44d9e0640,user_00067,2025-10-11T11:43:00,2025-10-11T11:43:42,42,1,/blog,/blog,/blog,1,google,desktop,US,0
d048bccc-3491-43b3-83e1-fb56d6d8c39a,user_05638,2025-12-03T22:02:00,2025-12-03T22:03:08,68,3,/signup|/pricing|/login,/signup,/login,0,facebook,desktop,US,1
cf531897-855e-482c-a7db-9079015f403f,user_01734,2026-03-23T01:13:00,2026-03-23T01:13:27,27,2,/|/home,/,/home,0,newsletter,desktop,GB,0
b3639522-a365-4746-8439-52ad92299e71,user_01064,2025-10-15T20:37:00,2025-10-15T20:37:31,31,2,/home|/settings,/home,/settings,0,ad,mobile,JP,0
213e65f1-b152-48f9-a88e-9d84fbee9385,user_02929,2026-02-27T00:23:00,2026-02-27T00:24:50,110,4,/signup|/blog|/settings|/login,/signup,/login,0,google,mobile,US,1
9fe621a1-42bb-47aa-b0cf-bf611c682fa1,user_01142,2025-07-12T05:41:00,2025-07-12T05:42:24,84,3,/home|/dashboard|/features,/home,/features,0,direct,mobile,US,0
28412132-8959-416b-b3fd-c2e26a3fd7b2,user_01829,2026-01-13T20:48:00,2026-01-13T20:48:47,47,3,/|/pricing|/blog/post-1,/,/blog/post-1,0,direct,tablet,US,0
fedc2da5-b7b9-4a01-a646-4b1ed5719920,user_03714,2026-03-09T23:24:00,2026-03-09T23:24:14,14,1,/,/,/,1,google,mobile,JP,0
8af4ce4f-c847-4799-91b2-a62d04c62794,user_01119,2025-07-31T19:01:00,2025-07-31T19:03:02,122,6,/|/login|/contact|/login|/|/dashboard,/,/dashboard,0,direct,desktop,FR,0
b996d043-b4a2-45d6-af8c-a45cd6c3dd50,user_02966,2026-04-02T16:50:00,2026-04-02T16:51:21,81,4,/home|/blog/post-1|/signup|/,/home,/,0,direct,desktop,JP,1
727d4c10-492c-44bc-bc1c-e93cf19e445d,user_07547,2026-03-15T20:36:00,2026-03-15T20:37:36,96,5,/home|/home|/blog/post-1|/contact|/blog,/home,/blog,0,google,desktop,US,0
58f712b6-06ff-404d-b5ae-536d6adccec8,user_05143,2026-03-30T09:28:00,2026-03-30T09:28:59,59,2,/signup|/features,/signup,/features,0,google,desktop,Other,1
2b8a6dc9-93fe-499f-9bc0-679f915eebc7,user_04019,2026-04-23T05:55:00,2026-04-23T05:56:26,86,5,/pricing|/|/features|/dashboard|/home,/pricing,/home,0,newsletter,mobile,GB,0
f6f9ed6a-2c34-4e34-9a2c-bf033fcd4b32,user_01255,2025-12-26T18:04:00,2025-12-26T18:04:53,53,3,/home|/signup|/home,/home,/home,0,twitter,desktop,GB,1
03da3412-8d13-445d-b9ce-0326c7da56ff,user_07690,2026-05-27T14:28:00,2026-05-27T14:28:28,28,2,/blog|/contact,/blog,/contact,0,facebook,desktop,GB,0
c2f20073-aca1-4eaf-a505-d8eba95efca8,user_03229,2026-04-15T20:49:00,2026-04-15T20:49:47,47,4,/|/login|/contact|/pricing,/,/pricing,0,google,desktop,DE,0
fd4ca65a-2b60-4739-bff8-5d28c4a0c485,user_07451,2026-03-24T04:50:00,2026-03-24T04:51:53,113,6,/home|/signup|/login|/pricing|/blog|/login,/home,/login,0,google,mobile,Other,1
cd449a9b-d121-49a0-a719-5538680285fd,user_07784,2025-11-03T23:14:00,2025-11-03T23:14:58,58,4,/pricing|/dashboard|/blog/post-2|/features,/pricing,/features,0,direct,mobile,JP,0
20ef02da-6572-4995-bd16-6e2016b24328,user_03877,2025-07-08T14:12:00,2025-07-08T14:13:23,83,3,/pricing|/contact|/help,/pricing,/help,0,ad,mobile,CA,0
25091aed-d7b0-46b1-945b-0cd8bfd68bb5,user_02862,2026-02-20T03:35:00,2026-02-20T03:36:32,92,5,/|/help|/blog|/blog/post-2|/settings,/,/settings,0,ad,mobile,GB,0
76de961f-c4c5-497f-a632-34fa452d1885,user_05032,2026-01-03T09:52:00,2026-01-03T09:53:27,87,4,/home|/settings|/blog/post-1|/signup,/home,/signup,0,direct,desktop,Other,1
aa772c10-d6a7-45f0-9daa-2cdeff86cc3a,user_07974,2025-11-03T22:34:00,2025-11-03T22:35:19,79,3,/home|/login|/signup,/home,/signup,0,google,desktop,US,1
f949bb8a-b09b-47ac-9866-1a935619dcbb,user_01991,2025-12-03T18:08:00,2025-12-03T18:10:07,127,5,/home|/home|/features|/features|/home,/home,/home,0,direct,mobile,US,0
1052a772-a316-4255-9d10-04699ea0b592,user_05204,2025-06-05T07:41:00,2025-06-05T07:42:16,76,3,/|/blog/post-1|/,/,/,0,ad,desktop,AU,0
2ffc61f6-08ef-4ae0-9ebe-678813528ffe,user_03213,2025-10-29T05:02:00,2025-10-29T05:03:53,113,4,/home|/dashboard|/login|/features,/home,/features,0,google,mobile,AU,0
9008d6bf-f262-47ae-bc14-deb55e7c720d,user_00769,2026-03-15T05:14:00,2026-03-15T05:14:51,51,3,/blog|/dashboard|/features,/blog,/features,0,google,desktop,BR,0
a17d0ed5-6bc7-4034-b2bf-b09075a326f0,user_07812,2025-09-10T01:22:00,2025-09-10T01:23:20,80,4,/home|/|/home|/help,/home,/help,0,newsletter,tablet,JP,0
4a3e3dd5-6f02-4cb8-8cb9-fbb774b8236a,user_03463,2025-06-17T17:00:00,2025-06-17T17:01:14,74,3,/home|/settings|/,/home,/,0,direct,desktop,AU,0
612796d1-7f02-4219-89c6-86349b9189b4,user_06905,2025-10-05T19:58:00,2025-10-05T19:59:52,112,5,/pricing|/features|/home|/|/blog/post-1,/pricing,/blog/post-1,0,ad,mobile,JP,0
4d30bff0-dfb2-4889-b6e0-f8840c607ea8,user_03984,2025-12-18T02:40:00,2025-12-18T02:41:09,69,3,/home|/features|/blog,/home,/blog,0,direct,mobile,FR,0
6805de72-eab7-4265-b800-89d00dc1e725,user_03157,2026-01-05T08:42:00,2026-01-05T08:42:41,41,3,/blog|/settings|/signup,/blog,/signup,0,google,desktop,US,1
176ee235-da84-4fae-acd5-870f35c2c5b5,user_06405,2025-08-12T18:31:00,2025-08-12T18:31:47,47,3,/signup|/features|/login,/signup,/login,0,direct,tablet,BR,1
1c431692-3bfe-47c3-ad1e-8a50ea759374,user_04689,2025-11-11T00:02:00,2025-11-11T00:03:34,94,5,/features|/pricing|/help|/dashboard|/dashboard,/features,/dashboard,0,google,desktop,IN,0
ac151a2b-a055-4ccb-a2e4-ad004177aec5,user_03431,2025-11-12T02:39:00,2025-11-12T02:40:39,99,5,/signup|/contact|/signup|/contact|/blog/post-2,/signup,/blog/post-2,0,google,desktop,US,1
12473e12-e79b-47fd-a58c-a2fc871d2eeb,user_00075,2025-07-10T06:40:00,2025-07-10T06:41:37,97,5,/blog|/features|/home|/home|/settings,/blog,/settings,0,google,mobile,US,0
9ce15402-3fbf-45ef-8aeb-75a68ddce1a4,user_00342,2026-05-05T18:34:00,2026-05-05T18:34:49,49,3,/pricing|/blog/post-2|/blog/post-1,/pricing,/blog/post-1,0,facebook,desktop,Other,0
bbf45735-4d3a-40c6-8f6f-77ce413aafc1,user_02970,2025-11-23T10:59:00,2025-11-23T10:59:42,42,2,/features|/signup,/features,/signup,0,direct,desktop,US,1
0644f52e-6a9f-4c50-b593-c9eae1735c99,user_07680,2025-12-19T07:02:00,2025-12-19T07:02:28,28,2,/pricing|/help,/pricing,/help,0,google,mobile,Other,0
4ddd6f36-255f-4321-b598-1e3b10ae3995,user_06213,2025-07-24T23:03:00,2025-07-24T23:03:11,11,1,/home,/home,/home,1,google,desktop,US,0
1cb04ea7-74f3-41af-8b24-86c782d02c01,user_00154,2026-03-20T15:21:00,2026-03-20T15:22:21,81,4,/blog|/settings|/settings|/home,/blog,/home,0,facebook,desktop,US,0
79532cf4-87c5-444f-8b35-d9298b1d90c2,user_04227,2025-10-15T12:17:00,2025-10-15T12:18:55,115,6,/|/|/blog/post-2|/help|/blog/post-1|/contact,/,/contact,0,newsletter,tablet,JP,0
b54a30e9-f70f-4106-96d8-c0715d77da42,user_03641,2025-07-25T07:14:00,2025-07-25T07:14:10,10,1,/signup,/signup,/signup,1,newsletter,mobile,FR,1
c115f40c-f58f-4ae1-8358-200a3b35ba69,user_05605,2025-11-15T16:36:00,2025-11-15T16:37:35,95,5,/pricing|/home|/features|/features|/features,/pricing,/features,0,facebook,desktop,AU,0
ed9dee68-c452-4946-956c-23af4ec2a500,user_00401,2025-08-23T03:39:00,2025-08-23T03:40:41,101,5,/|/pricing|/blog/post-2|/pricing|/blog,/,/blog,0,facebook,desktop,Other,0
fc166a66-168c-43c5-9ff0-395ae1f3ad0d,user_01522,2025-07-21T01:32:00,2025-07-21T01:32:53,53,3,/signup|/home|/signup,/signup,/signup,0,newsletter,desktop,AU,1
07e3895a-b15f-4e70-9a0b-65362017cdc4,user_07139,2026-02-13T11:27:00,2026-02-13T11:28:53,113,5,/blog|/contact|/login|/home|/,/blog,/,0,google,desktop,GB,0
bebda7d3-a5cc-41db-8443-e7d6d6427f1b,user_03960,2026-05-28T02:36:00,2026-05-28T02:37:35,95,4,/blog|/settings|/login|/,/blog,/,0,google,desktop,Other,0
81a5dc2e-cb9d-46d1-95e0-9f6a6a10a9bd,user_04347,2025-09-27T11:48:00,2025-09-27T11:48:57,57,3,/signup|/home|/contact,/signup,/contact,0,direct,desktop,US,1
5e5a5e7b-ac7a-4fc4-8601-40a0882405c3,user_02033,2025-07-18T03:17:00,2025-07-18T03:17:54,54,4,/signup|/features|/pricing|/blog/post-2,/signup,/blog/post-2,0,twitter,desktop,US,1
5bc77060-6087-4020-8d36-c9e8c72229be,user_01166,2025-12-25T06:57:00,2025-12-25T06:57:53,53,4,/pricing|/signup|/signup|/features,/pricing,/features,0,google,mobile,US,1
179a3c99-0277-4739-b508-077269c4254c,user_04495,2025-07-31T00:57:00,2025-07-31T00:57:54,54,2,/signup|/blog/post-2,/signup,/blog/post-2,0,ad,desktop,IN,1
118e4a83-47d6-4ef0-866f-5c970afa06c8,user_07321,2025-11-14T04:57:00,2025-11-14T04:57:36,36,2,/signup|/,/signup,/,0,facebook,mobile,GB,1
2834f696-1050-4aad-a608-6ea38a64fd98,user_03402,2026-02-14T22:04:00,2026-02-14T22:04:30,30,2,/|/pricing,/,/pricing,0,direct,tablet,Other,0
7912e6f2-b231-42b9-8936-9447749cf83d,user_03171,2026-05-12T07:02:00,2026-05-12T07:03:17,77,3,/features|/blog/post-2|/blog,/features,/blog,0,facebook,desktop,JP,0
a468e9d6-2571-413c-b32c-f54abb30b045,user_04070,2025-09-05T00:14:00,2025-09-05T00:14:18,18,1,/signup,/signup,/signup,1,google,desktop,CA,1
3c3e5315-6aed-4fb5-a679-a521c036af3a,user_01219,2025-10-18T12:19:00,2025-10-18T12:20:56,116,5,/pricing|/contact|/contact|/signup|/blog,/pricing,/blog,0,google,desktop,US,1
a6b3c0bb-5d10-408b-8156-6f50fed2dec1,user_00975,2026-04-24T16:02:00,2026-04-24T16:03:12,72,4,/blog|/blog/post-2|/help|/help,/blog,/help,0,newsletter,desktop,CA,0
34ef5a1c-09d4-49cb-9cdb-85b9e9b38657,user_02397,2026-02-06T21:05:00,2026-02-06T21:06:23,83,4,/blog|/contact|/login|/settings,/blog,/settings,0,newsletter,mobile,GB,0
63157998-3aa6-48f3-93e7-8174fa6bb9e4,user_02384,2025-12-15T23:02:00,2025-12-15T23:03:47,107,5,/features|/help|/signup|/pricing|/features,/features,/features,0,facebook,mobile,FR,1
9cfa7089-fbb5-444d-8696-19e96cb6523c,user_06151,2026-01-19T13:16:00,2026-01-19T13:17:52,112,5,/|/blog|/features|/|/dashboard,/,/dashboard,0,newsletter,desktop,US,0
e097f3f6-9b03-454c-8a12-c4bb901883bb,user_03742,2026-04-23T06:25:00,2026-04-23T06:25:48,48,3,/features|/help|/login,/features,/login,0,direct,desktop,GB,0
05277c49-0359-4f30-8452-7bb5682780a4,user_04456,2025-10-21T22:01:00,2025-10-21T22:01:10,10,1,/features,/features,/features,1,direct,desktop,US,0
b8fdcc6e-43d1-49f8-ae88-771a732cf598,user_05353,2025-10-20T22:33:00,2025-10-20T22:34:13,73,4,/signup|/|/help|/blog/post-1,/signup,/blog/post-1,0,google,mobile,US,1
b4a3f758-41ae-4953-864e-eb77a9ac34c8,user_00886,2025-11-20T02:35:00,2025-11-20T02:35:22,22,1,/signup,/signup,/signup,1,ad,mobile,US,1
9e0b5ed3-67f4-4727-ab98-bf935dff723a,user_00763,2025-10-17T04:49:00,2025-10-17T04:49:18,18,1,/,/,/,1,newsletter,mobile,US,0
c26908e5-5917-4870-94f7-bdcdb7f66904,user_01454,2025-10-18T20:44:00,2025-10-18T20:44:09,9,2,/signup|/,/signup,/,0,google,mobile,US,1
04c62bcf-1fed-4448-aae3-eb39c6515fb6,user_01824,2026-01-22T09:47:00,2026-01-22T09:47:12,12,2,/|/,/,/,0,google,mobile,FR,0
294209aa-4f5a-4206-b0c2-203ec3297a40,user_07331,2025-07-16T07:36:00,2025-07-16T07:37:11,71,4,/pricing|/dashboard|/signup|/login,/pricing,/login,0,google,desktop,US,1
7be37330-d2df-4230-baff-3f24fdcb3e1c,user_00985,2026-01-07T03:53:00,2026-01-07T03:54:29,89,4,/features|/login|/pricing|/,/features,/,0,direct,desktop,Other,0
f9f2ba54-38bc-4437-9edc-e97d59a6531f,user_02947,2026-04-16T09:36:00,2026-04-16T09:36:39,39,1,/pricing,/pricing,/pricing,1,facebook,desktop,GB,0
