customer_id,signup_date,subscription_months,monthly_spend,contract_type,monthly_logins,last_active_days_ago,support_tickets_6mo,features_used,payment_method,customer_age_days,engagement_score,churn,churn_risk_score,risk_category
CUST_000047,2025-10-25,24,15.37,Monthly,7,16,1,4,Invoice,1653,59,1,0.8165112353142975,Critical Risk
CUST_000048,2023-09-18,27,131.02,Monthly,10,13,0,9,Invoice,690,82,1,0.7811086212138857,Critical Risk
CUST_000049,2024-06-15,40,95.88,Annual,13,14,3,9,ACH,862,96,0,0.28117262530654474,Low Risk
CUST_000050,2023-09-18,36,81.36,Quarterly,9,10,1,7,PayPal,1479,80,1,0.7243372492580308,Critical Risk
CUST_000051,2024-10-17,34,12.5,Quarterly,5,4,3,1,PayPal,125,66,1,0.7103289475898907,Critical Risk
CUST_000052,2021-12-24,29,102.81,Annual,5,9,1,3,Credit Card,488,61,1,0.6162455150295645,High Risk
CUST_000053,2022-11-12,24,38.82,Quarterly,6,6,3,1,PayPal,343,64,1,0.7157274072982664,Critical Risk
CUST_000054,2024-01-22,24,30.96,Annual,14,7,0,5,Credit Card,285,68,0,0.5267074727638499,High Risk
CUST_000055,2022-02-24,42,49.54,Monthly,10,15,3,7,PayPal,1646,85,1,0.8336997025276609,Critical Risk
CUST_000056,2023-03-05,4,14.79,Annual,9,7,1,5,Credit Card,1627,73,1,0.7885235833912294,Critical Risk
CUST_000057,2022-03-16,3,80.66,Annual,9,9,3,3,PayPal,1376,71,1,0.6177606254519101,High Risk
CUST_000058,2024-07-25,34,53.67,Annual,3,8,3,5,ACH,898,82,0,0.5823095369149996,High Risk
CUST_000059,2026-04-12,57,20.33,Monthly,4,9,2,9,ACH,826,96,1,0.7596887023088617,Critical Risk
CUST_000060,2024-01-13,49,20.43,Monthly,8,8,0,3,Credit Card,1200,57,1,0.8604513639230517,Critical Risk
CUST_000061,2025-11-17,23,20.18,Monthly,11,8,1,10,Invoice,392,97,0,0.3331257451840917,Medium Risk
CUST_000062,2022-10-13,53,12.93,Quarterly,10,16,4,6,Credit Card,914,79,1,0.7761527195931539,Critical Risk
CUST_000063,2025-04-10,56,54.31,Monthly,6,11,5,2,PayPal,382,64,1,0.678854902355728,High Risk
CUST_000064,2024-09-09,52,101.74,Annual,10,12,2,4,ACH,526,68,0,0.3243128538683855,Medium Risk
CUST_000065,2025-06-21,23,10.88,Annual,13,9,3,7,Invoice,772,91,0,0.35701534902528564,Medium Risk
CUST_000066,2026-04-19,45,12.51,Monthly,7,12,2,9,Credit Card,652,93,0,0.33064263033018354,Medium Risk
CUST_000067,2025-09-03,5,52.52,Annual,13,8,3,4,PayPal,162,77,1,0.820460886724544,Critical Risk
CUST_000068,2024-03-17,31,95.6,Quarterly,5,9,1,10,ACH,1247,96,1,0.5067763006142628,High Risk
CUST_000069,2022-08-02,53,29.78,Monthly,10,12,4,3,ACH,1574,68,1,0.5882064678067903,High Risk
CUST_000070,2024-10-15,41,31.51,Quarterly,11,9,2,7,PayPal,198,86,1,0.6005936278602314,High Risk
CUST_000071,2023-11-17,57,55.36,Monthly,12,10,2,2,PayPal,1718,60,1,0.7526066522861226,Critical Risk
CUST_000072,2022-08-08,57,26.02,Monthly,11,10,0,4,PayPal,657,60,0,0.5051388794490737,High Risk
CUST_000073,2026-01-31,54,11.35,Quarterly,9,12,1,5,Credit Card,625,68,0,0.25996902992254367,Low Risk
CUST_000074,2022-07-12,6,76.44,Quarterly,6,19,2,3,ACH,872,56,1,0.9633040156987525,Critical Risk
CUST_000075,2023-09-20,37,59.13,Quarterly,5,14,1,5,Credit Card,425,66,0,0.315171183745973,Medium Risk
CUST_000076,2022-04-15,57,53.47,Annual,10,11,1,2,PayPal,1374,54,1,0.6625468633131765,High Risk
CUST_000077,2022-05-12,10,77.68,Quarterly,7,18,1,8,Credit Card,1525,77,0,0.3432486458232979,Medium Risk
CUST_000078,2024-12-10,40,66.23,Quarterly,5,10,0,5,PayPal,1390,65,1,0.6382673307533135,High Risk
CUST_000079,2024-03-18,7,21.53,Quarterly,9,11,4,8,Credit Card,1108,94,1,0.7905197259326348,Critical Risk
CUST_000080,2026-03-29,39,31.73,Annual,10,13,0,3,Credit Card,963,52,1,0.5553981026101105,High Risk
CUST_000081,2025-10-09,38,16.74,Monthly,9,9,3,2,Invoice,584,66,1,0.6115372010055476,High Risk
CUST_000082,2023-04-24,21,16.95,Quarterly,5,10,2,9,PayPal,1436,95,1,0.7700213795653297,Critical Risk
CUST_000083,2021-12-29,20,66.38,Monthly,10,10,1,5,Credit Card,82,70,1,0.7226786523328796,Critical Risk
CUST_000084,2022-06-21,3,107.81,Annual,6,10,3,8,PayPal,858,95,0,0.2694605152590497,Low Risk
CUST_000085,2023-07-12,51,174.48,Monthly,12,15,1,10,Invoice,1013,90,1,0.8219557056062244,Critical Risk
CUST_000086,2023-07-16,22,59.49,Annual,4,9,2,5,ACH,867,76,1,0.726807204514317,Critical Risk
CUST_000087,2022-06-19,47,20.17,Monthly,9,12,2,6,ACH,459,78,0,0.4604108533836577,Medium Risk
CUST_000088,2024-10-14,4,15.58,Monthly,7,7,1,2,ACH,422,58,1,0.8971510853193756,Critical Risk
CUST_000089,2023-03-30,28,93.79,Quarterly,3,10,0,1,ACH,992,45,1,0.7392166147524258,Critical Risk
CUST_000090,2022-03-24,12,53.23,Monthly,10,9,3,2,ACH,308,66,1,0.5705144751914158,High Risk
CUST_000091,2024-05-30,38,58.15,Annual,5,8,2,2,Credit Card,828,62,1,0.6341607230709797,High Risk
CUST_000092,2025-03-27,51,86.04,Monthly,6,9,1,9,ACH,1599,91,0,0.3957156682192775,Medium Risk
CUST_000093,2024-05-03,36,70.75,Monthly,9,7,0,7,ACH,515,78,0,0.3677095025874682,Medium Risk
CUST_000094,2022-01-04,47,99.93,Monthly,4,9,2,5,Invoice,261,76,1,0.7387028334112209,Critical Risk
CUST_000095,2025-11-22,41,12.89,Annual,8,6,3,9,Invoice,1344,100,1,0.802517808463272,Critical Risk
CUST_000096,2025-10-13,5,78.82,Monthly,12,10,3,8,Credit Card,1101,95,1,0.7674763088049837,Critical Risk
CUST_000097,2023-08-11,13,105.14,Quarterly,12,8,2,10,ACH,494,100,0,0.47197514095579757,Medium Risk
CUST_000098,2025-08-06,23,26.85,Monthly,12,10,2,7,ACH,1586,85,1,0.8015861228871188,Critical Risk
CUST_000099,2024-02-07,58,61.14,Monthly,9,14,2,5,Invoice,1809,71,0,0.3354749833639479,Medium Risk
CUST_000100,2022-10-16,50,28.86,Monthly,4,15,0,8,Invoice,1632,75,0,0.35755411546730653,Medium Risk
CUST_000101,2025-02-01,30,168.47,Monthly,9,6,2,10,Credit Card,323,100,1,0.8526462009483531,Critical Risk
CUST_000102,2022-04-08,37,11.7,Annual,5,9,4,5,Credit Card,338,81,0,0.6239771874466105,High Risk
CUST_000103,2021-07-17,25,53.35,Quarterly,6,9,3,5,Invoice,1344,81,0,0.3515577733255407,Medium Risk
CUST_000104,2022-11-04,48,19.11,Annual,7,9,1,5,PayPal,767,71,1,0.7542173640002642,Critical Risk
CUST_000105,2023-07-21,27,72.28,Monthly,6,11,1,2,Invoice,1323,54,1,0.6859173515054223,High Risk
CUST_000106,2021-08-11,51,19.67,Monthly,5,9,3,9,PayPal,1367,100,1,0.6267473209442204,High Risk
CUST_000107,2025-07-11,14,23.42,Monthly,9,9,2,10,PayPal,1121,100,1,0.8900716879907784,Critical Risk
CUST_000108,2021-07-19,57,44.1,Quarterly,10,4,7,6,Credit Card,1638,91,1,0.7779234910751047,Critical Risk
CUST_000109,2024-05-13,48,133.16,Monthly,11,16,6,2,Invoice,67,59,1,0.8130797471927381,Critical Risk
CUST_000110,2021-06-25,59,21.89,Annual,8,9,5,1,PayPal,684,61,0,0.3462366334895121,Medium Risk
CUST_000111,2025-05-30,47,17.79,Monthly,8,10,1,4,Credit Card,467,65,0,0.5659642279634447,High Risk
CUST_000112,2023-12-06,54,81.14,Monthly,10,8,2,4,Invoice,1575,72,1,0.6675318402889517,High Risk
CUST_000113,2023-05-22,36,44.72,Monthly,13,8,2,5,Invoice,1809,77,1,0.7174469013956636,Critical Risk
CUST_000114,2024-03-02,39,131.4,Monthly,11,8,3,4,ACH,1192,77,1,0.6005408419619925,High Risk
CUST_000115,2025-09-28,16,17.93,Annual,7,8,1,1,Invoice,1660,52,0,0.3474753296471836,Medium Risk
CUST_000116,2024-03-30,56,61.91,Monthly,9,8,4,2,PayPal,144,67,0,0.33099399881361696,Medium Risk
CUST_000117,2025-10-27,22,23.26,Annual,8,9,3,6,ACH,1535,86,1,0.8601210976090414,Critical Risk
CUST_000118,2025-04-18,21,18.53,Monthly,6,15,2,10,Invoice,535,95,1,0.7929259370789729,Critical Risk
CUST_000119,2024-12-26,54,67.51,Quarterly,11,7,0,9,Credit Card,1622,88,0,0.3131679022065371,Medium Risk
CUST_000120,2023-06-03,21,55.03,Monthly,7,11,1,8,Invoice,835,84,1,0.8124890293978584,Critical Risk
CUST_000121,2023-02-07,8,80.29,Quarterly,9,9,6,7,Credit Card,1390,91,0,0.30510509814686676,Medium Risk
CUST_000122,2026-04-18,49,28.51,Quarterly,6,10,2,7,Invoice,225,85,0,0.383030834057049,Medium Risk
CUST_000123,2026-02-27,16,39.71,Quarterly,5,8,4,1,Credit Card,1672,62,0,0.26341066617108,Low Risk
CUST_000124,2024-11-28,59,36.0,Monthly,11,9,1,5,Invoice,1346,71,1,0.7365176678629125,Critical Risk
CUST_000125,2022-08-04,55,217.04,Annual,6,4,3,4,ACH,1327,81,1,0.749899463026822,Critical Risk
CUST_000126,2023-03-07,31,27.28,Monthly,10,9,4,5,ACH,324,81,1,0.577492631672566,High Risk
CUST_000127,2024-07-24,42,27.46,Monthly,8,5,3,6,ACH,961,90,1,0.7517993526323061,Critical Risk
CUST_000128,2022-03-29,10,31.89,Monthly,13,8,1,6,Invoice,1298,77,0,0.38670633837976587,Medium Risk
CUST_000129,2023-05-12,32,51.57,Monthly,9,7,2,10,PayPal,1093,100,0,0.4625045522974635,Medium Risk
CUST_000130,2023-02-25,59,24.54,Quarterly,5,7,2,5,Credit Card,36,78,0,0.16497340449628947,Low Risk
CUST_000131,2022-03-02,34,133.43,Monthly,14,11,1,3,ACH,1513,59,1,0.762639742739221,Critical Risk
CUST_000132,2024-09-17,9,25.44,Annual,11,14,1,3,PayPal,176,56,1,0.7871332265945443,Critical Risk
CUST_000133,2025-04-06,17,123.08,Annual,7,12,1,8,ACH,1346,83,0,0.35723330322196845,Medium Risk
CUST_000134,2021-09-07,11,15.46,Annual,14,12,0,8,Credit Card,1317,78,0,0.39048083259268396,Medium Risk
CUST_000135,2025-03-10,32,63.44,Annual,11,16,3,8,PayPal,1767,89,1,0.7253016429748855,Critical Risk
CUST_000136,2025-07-18,10,128.75,Monthly,3,4,0,7,PayPal,1729,81,1,0.8015814555017512,Critical Risk
CUST_000137,2025-04-19,22,19.24,Annual,16,12,4,5,PayPal,1380,78,1,0.7859937730943374,Critical Risk
CUST_000138,2022-03-11,57,182.61,Monthly,6,7,3,6,PayPal,1401,88,0,0.37844965488868837,Medium Risk
CUST_000139,2025-09-14,17,40.15,Quarterly,4,7,4,6,PayPal,198,88,0,0.5116867561198103,High Risk
CUST_000140,2023-07-20,4,155.68,Annual,7,11,2,9,PayPal,1096,94,1,0.4919281276591744,Medium Risk
CUST_000141,2026-03-23,48,66.48,Quarterly,13,9,2,5,Invoice,478,76,1,0.4835801227232848,Medium Risk
CUST_000142,2023-06-16,52,27.95,Monthly,7,10,1,7,Credit Card,1619,80,1,0.7768943331648728,Critical Risk
CUST_000143,2025-12-19,47,20.43,Monthly,9,13,1,9,Credit Card,1274,87,1,0.908627509012549,Critical Risk
CUST_000144,2025-10-14,25,28.1,Monthly,8,18,1,9,PayPal,276,82,0,0.34492969179690447,Medium Risk
CUST_000145,2024-03-14,59,14.88,Monthly,11,15,4,1,Credit Card,1267,55,1,0.86599147720096,Critical Risk
CUST_000146,2023-10-16,21,17.77,Monthly,5,7,2,7,Credit Card,403,88,1,0.8457031987523211,Critical Risk
CUST_000147,2023-06-11,37,15.53,Annual,7,9,1,9,ACH,179,91,1,0.6421050038597684,High Risk
CUST_000148,2023-05-27,38,37.49,Monthly,6,10,1,4,ACH,460,65,0,0.47169952873947674,Medium Risk
CUST_000149,2024-12-16,49,89.38,Annual,9,14,2,3,Invoice,970,61,1,0.611354372894753,High Risk
CUST_000150,2025-03-22,1,17.62,Quarterly,8,4,4,1,ACH,1781,66,1,0.8843333333333334,Critical Risk
CUST_000151,2021-12-17,25,16.98,Annual,5,8,3,7,PayPal,1718,92,0,0.34646591900643875,Medium Risk
CUST_000152,2021-07-16,51,61.56,Monthly,7,5,0,8,ACH,571,85,0,0.3092764775576666,Medium Risk
CUST_000153,2024-02-18,36,20.98,Monthly,6,10,2,9,Credit Card,228,95,1,0.6623312829816053,High Risk
CUST_000154,2026-01-24,17,15.14,Monthly,11,10,0,3,Invoice,533,55,1,0.9152862379762391,Critical Risk
CUST_000155,2024-06-18,41,19.13,Monthly,12,15,1,3,Invoice,672,55,1,0.8896608754058063,Critical Risk
CUST_000156,2024-05-07,24,138.67,Annual,10,10,2,1,ACH,1379,55,1,0.7083837676611587,Critical Risk
CUST_000157,2022-01-13,2,96.15,Monthly,7,7,3,5,PayPal,1133,83,1,0.8815339449215362,Critical Risk
CUST_000158,2023-09-15,40,31.85,Quarterly,12,6,1,8,PayPal,874,89,0,0.27629864033252277,Low Risk
CUST_000159,2021-07-05,15,63.33,Annual,10,7,1,7,Invoice,804,83,1,0.6518781271233596,High Risk
CUST_000160,2024-08-28,32,48.53,Annual,7,11,0,7,Invoice,58,74,1,0.7142887312773553,Critical Risk
CUST_000161,2022-04-08,39,66.52,Monthly,11,4,1,4,Credit Card,468,71,1,0.6039546325698061,High Risk
CUST_000162,2024-07-29,59,67.39,Monthly,10,11,0,1,Invoice,1000,44,1,0.9133200602917959,Critical Risk
CUST_000163,2021-06-05,6,59.54,Annual,4,24,1,7,Credit Card,543,70,1,0.8378189617822912,Critical Risk
CUST_000164,2023-07-09,1,25.47,Monthly,6,10,1,3,ACH,411,60,0,0.3519797257226574,Medium Risk
CUST_000165,2022-12-08,47,11.99,Monthly,12,8,4,5,Invoice,245,82,0,0.29252350560039275,Low Risk
CUST_000166,2024-12-16,23,40.4,Monthly,8,12,2,9,ACH,439,93,1,0.6155498795280405,High Risk
CUST_000167,2024-03-27,58,120.81,Monthly,14,15,1,3,ACH,970,55,1,0.5804893626729892,High Risk
CUST_000168,2025-03-31,39,52.14,Annual,6,8,2,2,PayPal,339,62,0,0.3094367941882996,Medium Risk
CUST_000169,2023-12-14,57,99.31,Monthly,13,14,3,10,ACH,1555,100,1,0.7079180633823641,Critical Risk
CUST_000170,2024-02-28,17,249.12,Annual,7,17,2,8,ACH,835,83,1,0.8146208271705782,Critical Risk
CUST_000171,2025-04-05,34,18.93,Monthly,15,15,2,2,Credit Card,38,55,0,0.2491923286477062,Low Risk
CUST_000172,2025-10-08,59,68.85,Annual,12,12,0,6,Invoice,1283,68,0,0.3162464391695607,Medium Risk
CUST_000173,2023-06-29,41,66.09,Quarterly,15,11,3,6,PayPal,129,84,1,0.7007450748748658,Critical Risk
CUST_000174,2022-01-06,29,205.49,Quarterly,2,9,2,2,Invoice,1635,51,0,0.48630894832388877,Medium Risk
CUST_000175,2023-11-23,9,222.03,Monthly,10,8,3,5,PayPal,1619,82,0,0.2942354842445152,Low Risk
CUST_000176,2022-04-09,13,68.03,Monthly,3,10,1,1,Invoice,1484,50,1,0.7416106719695114,Critical Risk
CUST_000177,2021-08-22,6,23.96,Monthly,6,12,2,7,Credit Card,1403,83,1,0.856285522511552,Critical Risk
CUST_000178,2021-12-16,6,90.11,Annual,7,8,2,2,PayPal,1771,62,1,0.7483853355712136,Critical Risk
CUST_000179,2023-12-21,20,15.66,Annual,9,11,2,9,Credit Card,973,94,1,0.7631371760339261,Critical Risk
CUST_000180,2024-04-20,52,85.87,Annual,5,15,1,1,Credit Card,747,45,1,0.7158366218214148,Critical Risk
CUST_000181,2022-11-15,53,130.51,Monthly,10,6,5,4,Credit Card,623,79,0,0.25166185865948415,Low Risk
CUST_000182,2024-10-16,3,34.13,Annual,10,15,1,6,ACH,1661,70,0,0.322062993063387,Medium Risk
CUST_000183,2023-07-17,17,59.8,Monthly,7,5,3,3,Invoice,1143,75,0,0.46178849006596506,Medium Risk
CUST_000184,2026-01-27,49,38.12,Annual,10,10,2,6,ACH,572,80,1,0.5674902713861064,High Risk
CUST_000185,2021-07-10,12,38.79,Monthly,10,10,2,4,PayPal,1274,70,1,0.6246057889241445,High Risk
CUST_000186,2025-01-03,48,28.58,Annual,7,6,3,2,Credit Card,619,69,1,0.650898484538819,High Risk
CUST_000187,2022-06-02,47,81.8,Monthly,11,15,5,10,ACH,1542,100,0,0.28231763547739264,Low Risk
CUST_000188,2025-09-14,45,147.58,Monthly,10,6,3,5,Invoice,1117,84,1,0.6733492063781354,High Risk
CUST_000189,2024-04-14,55,151.3,Annual,4,11,4,10,PayPal,334,100,1,0.8352464714832167,Critical Risk
CUST_000190,2021-09-27,1,19.61,Monthly,12,11,1,8,PayPal,926,84,1,0.953982094749003,Critical Risk
CUST_000191,2023-01-24,17,113.87,Annual,7,11,4,2,Credit Card,959,64,1,0.65650865836561,High Risk
CUST_000192,2024-11-08,3,76.86,Annual,6,13,2,6,Credit Card,1213,77,1,0.7633124104132801,Critical Risk
CUST_000193,2023-06-08,26,24.57,Annual,5,10,1,8,PayPal,1244,85,1,0.7583084777264532,Critical Risk
CUST_000194,2024-11-24,15,13.48,Monthly,10,12,2,6,PayPal,1805,78,0,0.3953335481184928,Medium Risk
CUST_000195,2023-02-04,36,25.6,Monthly,9,12,3,5,PayPal,860,78,1,0.5993130398666231,High Risk
CUST_000196,2021-08-14,32,131.64,Annual,8,10,1,3,ACH,209,60,0,0.3737883650479546,Medium Risk
CUST_000197,2022-11-13,32,60.14,Monthly,11,9,1,8,Invoice,196,86,1,0.722591195438172,Critical Risk
CUST_000198,2023-04-19,4,73.84,Annual,13,12,4,10,Invoice,1129,100,1,0.6530221598254687,High Risk
CUST_000199,2024-10-02,18,24.86,Monthly,9,12,2,2,ACH,1101,58,0,0.505482462732586,High Risk
CUST_000200,2024-06-20,49,73.54,Monthly,5,14,5,10,PayPal,160,100,0,0.29707022132700006,Low Risk
CUST_000201,2024-10-23,19,11.43,Monthly,10,13,6,9,PayPal,1296,97,0,0.3245897581839401,Medium Risk
CUST_000202,2021-12-17,43,33.53,Monthly,7,6,2,8,PayPal,427,94,0,0.40776206684371885,Medium Risk
CUST_000203,2023-07-25,52,59.28,Monthly,9,7,2,6,ACH,1079,83,0,0.4445294624226388,Medium Risk
CUST_000204,2024-07-26,35,17.9,Annual,5,7,0,9,Invoice,1344,88,1,0.7811732886471014,Critical Risk
CUST_000205,2024-02-27,40,96.58,Annual,8,12,2,6,Credit Card,1268,78,1,0.5448955107843343,High Risk
CUST_000206,2023-06-16,14,23.4,Monthly,5,6,3,8,Invoice,545,99,1,0.6649959818917623,High Risk
CUST_000207,2021-11-01,58,62.82,Quarterly,7,8,0,5,Credit Card,458,67,1,0.5705255839764898,High Risk
CUST_000208,2022-01-04,33,35.98,Annual,6,6,1,7,PayPal,823,84,1,0.7210689134358776,Critical Risk
CUST_000209,2022-08-08,14,55.32,Quarterly,11,9,5,2,ACH,1282,66,1,0.6722848446938218,High Risk
CUST_000210,2022-08-17,34,15.68,Annual,8,9,1,1,ACH,904,51,0,0.4474412384562262,Medium Risk
CUST_000211,2021-10-12,55,10.85,Annual,9,12,2,8,PayPal,722,88,1,0.7321561599109451,Critical Risk
CUST_000212,2022-02-23,4,130.16,Monthly,11,9,2,5,Invoice,782,76,0,0.3326698047198003,Medium Risk
CUST_000213,2022-07-31,24,25.71,Monthly,13,11,2,9,PayPal,477,94,1,0.7015350889662965,Critical Risk
CUST_000214,2022-03-28,59,95.65,Monthly,14,9,1,7,PayPal,1719,81,1,0.7690354779142357,Critical Risk
CUST_000215,2022-11-25,29,376.95,Annual,11,13,2,4,ACH,1399,67,0,0.2507139685068648,Low Risk
CUST_000216,2025-10-25,19,21.88,Monthly,12,5,2,5,Invoice,1787,80,0,0.2736111442307425,Low Risk
CUST_000217,2022-12-01,6,25.41,Annual,5,19,0,3,Credit Card,1168,46,1,0.8664705882352942,Critical Risk
CUST_000218,2022-06-24,57,64.36,Monthly,9,11,0,5,ACH,1433,64,0,0.3380386699770632,Medium Risk
CUST_000219,2022-07-02,33,178.27,Quarterly,8,10,2,10,ACH,1722,100,1,0.8151548031692546,Critical Risk
CUST_000220,2022-10-04,49,133.74,Monthly,4,6,1,4,ACH,125,69,1,0.8009438133438814,Critical Risk
CUST_000221,2024-08-08,40,44.95,Monthly,7,8,6,3,Credit Card,602,72,0,0.39920243926927745,Medium Risk
CUST_000222,2024-08-13,19,89.26,Monthly,5,11,2,8,Credit Card,171,89,1,0.7896993770252874,Critical Risk
CUST_000223,2023-09-03,53,17.29,Monthly,15,7,6,4,Credit Card,762,78,1,0.8300464287448645,Critical Risk
CUST_000224,2021-06-29,1,199.57,Monthly,8,10,2,10,Invoice,210,100,1,0.6573750199076285,High Risk
CUST_000225,2022-10-28,5,176.7,Annual,8,15,3,4,PayPal,994,70,1,0.7887140205854922,Critical Risk
CUST_000226,2022-07-20,27,18.94,Monthly,10,7,2,8,Invoice,1211,93,1,0.8087287803326739,Critical Risk
CUST_000227,2024-05-23,16,27.79,Monthly,7,14,0,5,Invoice,1075,61,1,0.7334211911320614,Critical Risk
CUST_000228,2022-04-14,6,15.28,Quarterly,9,7,1,5,Credit Card,1518,73,0,0.4564735980393874,Medium Risk
CUST_000229,2022-05-29,40,25.85,Monthly,10,5,4,5,PayPal,123,85,1,0.852366845081943,Critical Risk
CUST_000230,2024-07-23,13,94.63,Quarterly,11,15,1,6,Invoice,675,70,0,0.2207714402964994,Low Risk
CUST_000231,2025-06-19,48,33.77,Quarterly,3,11,2,5,Invoice,582,74,1,0.4711488596467353,Medium Risk
